-37.92541149	327.164695	2.000000000000000000e+00
-50.0184921	292.1171897	2.000000000000000000e+00
-63.35451633	301.1724605	3.000000000000000000e+00
-51.03063463	297.3353436	2.000000000000000000e+00
-62.45739685	345.3844357	3.000000000000000000e+00
-54.50813015	353.198481	4.000000000000000000e+00
-41.63701828	345.9220151	4.000000000000000000e+00
-64.433623	328.8839513	3.000000000000000000e+00
44.22506939	127.6956362	1.000000000000000000e+00
48.88111646	120.1377417	1.000000000000000000e+00
43.64487257	115.9026951	1.000000000000000000e+00
56.14584875	117.7742852	1.000000000000000000e+00
61.62197939	126.6279353	1.000000000000000000e+00
57.96126528	133.2366658	1.000000000000000000e+00
59.6139264	153.1377724	1.000000000000000000e+00
53.39466459	125.9648416	1.000000000000000000e+00
61.76376283	153.1845205	1.000000000000000000e+00
68.71976926	125.6708325	1.000000000000000000e+00
61.88009911	138.8151391	1.000000000000000000e+00
-49.04329995	350.1341774	4.000000000000000000e+00
-32.63914312	343.6824018	4.000000000000000000e+00
-47.24470194	332.0048102	4.000000000000000000e+00
-44.49580171	320.6761536	2.000000000000000000e+00
-39.72483485	316.4706986	2.000000000000000000e+00
-77.62655716	341.7314544	3.000000000000000000e+00
-71.05653429	328.3767369	3.000000000000000000e+00
-49.80815624	336.450073	4.000000000000000000e+00
-51.06574472	305.276555	2.000000000000000000e+00
-62.83371098	332.3567743	3.000000000000000000e+00
-44.06014392	0.233108466	4.000000000000000000e+00
55.07659541	101.4122131	1.000000000000000000e+00
52.46597646	119.9713378	1.000000000000000000e+00
46.88391002	139.3117444	1.000000000000000000e+00
46.73331537	119.5303636	1.000000000000000000e+00
64.60737912	138.4237263	1.000000000000000000e+00
-55.97507701	344.5351372	4.000000000000000000e+00
54.22513227	102.1054611	1.000000000000000000e+00
46.27406015	102.7464243	1.000000000000000000e+00
-62.61104638	314.7758149	3.000000000000000000e+00
63.76271208	110.4342592	1.000000000000000000e+00
