-37.92541149	327.164695	7.8
-50.0184921	292.1171897	4.9
-63.35451633	301.1724605	7
-51.03063463	297.3353436	9.6
-62.45739685	345.3844357	9.3
-54.50813015	353.198481	5.8
-28.25487026	327.205827	12.6
51.6267926	185.1098909	7.2
75.98911827	129.0644925	5.9
-41.63701828	345.9220151	4.5
-64.433623	328.8839513	5.5
44.22506939	127.6956362	5.9
48.88111646	120.1377417	5.9
43.64487257	115.9026951	9.7
56.14584875	117.7742852	8.4
61.62197939	126.6279353	12.3
57.96126528	133.2366658	7.9
59.6139264	153.1377724	11.9
53.39466459	125.9648416	3.3
61.76376283	153.1845205	14.1
68.71976926	125.6708325	8.6
61.88009911	138.8151391	3.6
-49.04329995	350.1341774	7.6
-32.63914312	343.6824018	9
-47.24470194	332.0048102	9.1
-44.49580171	320.6761536	6
-39.72483485	316.4706986	10.4
-77.62655716	341.7314544	6
-71.05653429	328.3767369	10.5
-49.80815624	336.450073	8
-51.06574472	305.276555	4.9
-62.83371098	332.3567743	7.5
-44.06014392	0.233108466	8.2
55.07659541	101.4122131	7.2
52.46597646	119.9713378	4.7
46.88391002	139.3117444	9.7
46.73331537	119.5303636	7.7
64.60737912	138.4237263	13.6
-55.97507701	344.5351372	11.2
54.22513227	102.1054611	9.6
46.27406015	102.7464243	6.1
-62.61104638	314.7758149	10.2
63.76271208	110.4342592	9.5
