72.9	-13	-8.1	28.17	23
79.8	-27.1	-8.1	8.50	24
84.6	-22.3	-8.1	15.4	51
85.5	-19.3	-8.1	28.60	20
81.2	-23.4	-8.1	10.7	7
64.8	-17.8	-8.1	6.9	9
62.6	-33.5	-8.1	43.8	7
67	-23.9	-8.1	14.6	9
59	-33.1	-8.1	38.0	13
66.1	-23.7	-8.1	58.3	10
76	-23	-8.1	20.2	12
65.4	-25.6	-8.1	65.9	11
56.4	-27.7	-8.1	26.04	24
48.6	-20.1	-8.1	30.1	11
63.2	-19.2	-8.1	10.5	11
63	-34.4	-8.1	23.6	14
52.5	-22.4	-8.1	12.4	7
65.8	-27.6	-8.1	44.8	13
55.6	-24.3	-8.1	37.7	16
69	-25.7	-8.1	29.0	17
68.7	-25.7	-8.1	30.2	5
28.2	-22.9	-8.1	44.17	24
57.6	-24.4	-8.1	69.7	5
49.6	-27.3	-8.1	34.3	12
61.7	-18.1	-8.1	83.2	7
71.3	-7	-8.1	19.6	16
55.5	-23.4	-8.1	32.4	9
75.5	-24.7	-8.1	13.8	29
65.9	-19.3	-8.1	21.9	13
71.6	-26.5	-8.1	27.5	13
66.3	-21.6	-8.1	20.2	22
86.6	-29.3	-8.1	22.1	12
71.6	-25.3	-8.1	16.6	16
69.2	-28	-8.1	77.88	13
72.9	-31	-8.1	58.0	8
78.7	-29.4	-8.1	42.5	5
53.1	-7.1	-8.1	8.2	3
44.3	-4.3	-8.1	5.2	5
80	-27.4	-8.1	43.4	5
31.8	16.5	-8.1	41.2	6
61.3	-5.7	-8.1	21.2	5
