160.4	55.1	213.3	10	80
105.9	56.6	78.9	23	80
141.6	77.9	61.6	6	80
120.8	53.2	44.6	11	80
353.9	76.4	117.8	10	80
341.1	59.4	83.6	9	80
81.6	84.4	103.6	10	80
80.2	71.5	62.1	15	80
151.5	74.9	130.8	8	80
347.8	82.6	137.8	12	80
114.4	65.6	165.5	5	80
91.5	78.2	690.6	7	80
184.2	63.8	66.2	12	80
252.7	76	157.4	16	80
244.5	65.2	213.1	8	80
217.4	68.2	100.6	12	80
167.4	38.9	157.4	15	80
227.9	77.6	89.4	72	80
185.1	72.7	110.7	44	80
166	60.1	73.3	10	80
201.1	56.8	67.1	11	80
260.2	63.5	226.8	16	80
235.7	59.1	256.4	18	80
267.2	69.3	148.3	9	80
201.8	62.8	76.9	34	80
120.4	64.1	84.4	8	80
252.4	72.4	163.5	10	80
213.2	64.1	148.4	9	80
164.9	64.2	60.5	19	80
145.3	52.6	372	17	80
241.3	65.9	95.7	21	80
148	75.6	301.2	19	80
144.5	67.2	201.2	10	80
188.9	62.1	151.8	14	80
171.2	44.9	235.6	11	80
142.2	48.8	180.5	10	80
147.2	59.1	115.1	11	80
164.9	63.1	197.4	36	80
255	84.6	103.4	6	80
155.9	67.8	302.8	7	80
147.4	56.1	146.5	16	80
52.2	81.3	231.3	8	80
132.2	48.9	111	8	80
46.4	70.2	352.3	9	80
78.6	60.8	96.5	6	80
165.2	68	133.6	8	80
219.9	71.8	82	11	80
249.6	86	124.8	11	80
148	78.8	118	9	80
9.5	78.4	114.8	10	80
157.9	65.7	74.3	27	80
334.1	75.5	120.7	22	80
194.1	68.5	124	23	80
186.6	54.7	145.9	8	80
284.8	65.8	218.8	9	80
198	86.7	394.8	9	80
297.5	76.3	57	7	80
