253.9	13.3	8.4	51.8	14
251.8	13.8	8.4	45.7	9
259.4	28.6	8.4	13.6	10
260	26	8.4	13.5	14
261.1	20.4	8.4	23.0	13
263.8	25.8	8.4	13.7	14
264.9	19.4	8.4	20.4	15
276.7	26.8	8.4	11.3	9
269.7	22.4	8.4	17.1	10
261.5	16.4	8.4	67.2	10
261.2	23.4	8.4	10.7	7
244.8	17.8	8.4	6.9	9
242.6	33.5	8.4	43.8	7
247	23.9	8.4	14.6	9
239	33.1	8.4	38.0	13
246.1	23.7	8.4	58.3	10
256	23	8.4	20.2	12
245.4	25.6	8.4	65.9	11
235.6	26.1	8.4	69.1	14
235.9	28.3	8.4	21.7	10
228.6	20.1	8.4	30.1	11
243.2	19.2	8.4	10.5	11
243	34.4	8.4	23.6	14
232.5	22.4	8.4	12.4	7
245.8	27.6	8.4	44.8	13
235.6	24.3	8.4	37.7	16
249	25.7	8.4	29.0	17
248.7	25.7	8.4	30.2	5
211.6	23.2	8.4	64.7	9
210.7	23.9	8.4	28.6	5
206.5	22.7	8.4	59.7	6
237.6	24.4	8.4	69.7	5
229.6	27.3	8.4	34.3	12
241.7	18.1	8.4	83.2	7
251.3	7	8.4	19.6	16
235.5	23.4	8.4	32.4	9
255.5	24.7	8.4	13.8	29
245.9	19.3	8.4	21.9	13
251.6	26.5	8.4	27.5	13
256.8	27.8	8.4	32.4	8
241.7	18	8.4	77.3	6
241.2	18.7	8.4	11.1	9
266.6	29.3	8.4	22.1	12
251.6	25.3	8.4	16.6	16
243.3	24.5	8.4	19.7	12
253.8	24.2	8.4	16.3	12
246.4	26.7	8.4	29.0	12
247	29.4	8.4	98.0	8
240	26.4	8.4	74.7	4
251.7	28.2	8.4	19.6	6
256.4	31.5	8.4	30.4	7
245.3	28.2	8.4	43.4	5
253.5	31.1	8.4	52.3	6
241.6	27.5	8.4	32.4	4
263.9	30.4	8.4	12.9	6
242.7	27.1	8.4	39.2	5
255.5	27.1	8.4	30.4	7
252.9	31	8.4	58.0	8
258.7	29.4	8.4	25.1	5
233.1	7.1	8.4	8.2	3
224.3	4.3	8.4	5.2	5
260	27.4	8.4	43.4	5
211.8	-16.5	8.4	41.2	6
241.3	5.7	8.4	21.2	5
250.35	29.96	8.4	18.5	7
267.62	30.11	8.4	18.7	6
243.91	18.79	8.4	39.1	4
241.31	31.06	8.4	9.3	6
273.77	52.70	8.4	57.9	4
245.78	23.83	8.4	16.7	8
241.21	20.93	8.4	11.8	10
246.94	20.55	8.4	138.3	7
246.48	19.58	8.4	58.8	7
278.72	49.15	8.4	26.1	4
263.94	26.45	8.4	3.1	3
259.16	32.66	8.4	11.3	6
232.05	77.16	8.4	46.3	6
276.23	36.36	8.4	23.6	7
248.85	34.62	8.4	20.1	7
273.18	32.66	8.4	9.2	9
265.37	25.63	8.4	9.3	10
257.77	29.59	8.4	13.4	8
254.47	29.55	8.4	13.7	23
252.16	25.91	8.4	8.8	6
