73.9	-13.3	-8.6	51.8	14
71.8	-13.8	-8.6	45.7	9
79.4	-28.6	-8.6	13.6	10
80	-26	-8.6	13.5	14
81.1	-20.4	-8.6	23.0	13
83.8	-25.8	-8.6	13.7	14
84.9	-19.4	-8.6	20.4	15
96.7	-26.8	-8.6	11.3	9
89.7	-22.4	-8.6	17.1	10
81.5	-16.4	-8.6	67.2	10
81.2	-23.4	-8.6	10.7	7
64.8	-17.8	-8.6	6.9	9
63.2	-19.2	-8.6	10.5	11
63	-34.4	-8.6	23.6	14
53.1	-7.1	-8.6	8.2	3
44.3	-4.3	-8.6	5.2	5
80	-27.4	-8.6	43.4	5
31.8	16.5	-8.6	41.2	6
61.3	-5.7	-8.6	21.2	5
70.35	-29.96	-8.6	18.5	7
87.62	-30.11	-8.6	18.7	6
63.91	-18.79	-8.6	39.1	4
61.31	-31.06	-8.6	9.3	6
93.77	-52.70	-8.6	57.9	4
65.78	-23.83	-8.6	16.7	8
61.21	-20.93	-8.6	11.8	10
66.94	-20.55	-8.6	138.3	7
66.48	-19.58	-8.6	58.8	7
98.72	-49.15	-8.6	26.1	4
83.94	-26.45	-8.6	3.1	3
79.16	-32.66	-8.6	11.3	6
52.05	-77.16	-8.6	46.3	6
